timestamp,metric,unit,region,value
2025-12-03T10:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,2.6335
2025-12-03T11:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,2.5577
2025-12-03T12:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,2.5209
2025-12-03T13:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,3.279
2025-12-03T14:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,2.7043
2025-12-02T15:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.1921
2025-12-02T16:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.9134
2025-12-02T17:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.1768
2025-12-02T18:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0016
2025-12-02T19:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-02T20:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-02T21:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-02T22:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-02T23:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T00:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T01:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T02:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T03:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T04:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T05:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0
2025-12-03T06:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.0572
2025-12-03T07:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,0.458
2025-12-03T08:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.2891
2025-12-03T09:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.5354
2025-12-03T10:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.8474
2025-12-03T11:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.8506
2025-12-03T12:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.6012
2025-12-03T13:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.1586
2025-12-03T14:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_QLD1,1.2664
2025-12-02T15:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_SA1,0.2839
2025-12-02T16:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_SA1,0.1162
2025-12-02T17:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_SA1,0.0645
